method,dataset,scene,traj,variant,n_frames,eff_fps,latency_end_to_end_s,latency_source,per_window_latency_med_s,per_window_source,vram_avg_gb,vram_peak_gb,gpu_util_avg_pct,gpu_power_avg_w,cpu_ram_peak_gb,ckpt_size_mb,gpu_name,hw_id,ate_rmse_m,rpe_per_m,metric_capable,scale_estimate,metric_scale_error_pct,extent_error_pct,masked_accuracy_m,masked_completeness_m,masked_chamfer_m,masked_fscore,full360_accuracy_m,full360_completeness_m,full360_chamfer_m,full360_fscore,point_count,map_size_mb,sor_outlier_pct,acc_p95_m,noise_frac,precision_tight,source
pi3,replica,hotel_0,synthetic_5.0hz_s0,synthetic_fov,93.0,5.891,5.684,archive_unspecified,5.6839,archive_unspecified,15.748,32.141,39.2,278.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.299,1.013,True,0.942,5.8,26.1,0.11900000000000001,0.16899999999999998,0.28800000000000003,0.375,0.12300000000000001,0.26899999999999996,0.392,0.294,700483.0,10.5,0.031,0.313,0.462,0.166,archive:bigrun_2026-07
pi3,replica,hotel_0,loop_2.0hz_s1,synthetic_fov,60.0,5.038,3.109,archive_unspecified,3.1092,archive_unspecified,11.966,40.471,29.6,209.0,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.214,0.41100000000000003,True,1.114,11.4,19.0,0.034,0.03,0.064,0.873,0.04,0.105,0.145,0.711,631840.0,9.5,0.023,0.081,0.036000000000000004,0.34700000000000003,archive:bigrun_2026-07
pi3,replica,apartment_0,loop_2.0hz_s0,synthetic_fov,89.0,5.751,5.241,archive_unspecified,5.2406,archive_unspecified,15.175,31.606,36.9,258.1,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.475,0.802,True,0.945,5.5,17.9,0.055999999999999994,0.031,0.086,0.717,0.059000000000000004,0.6609999999999999,0.72,0.435,2182175.0,32.7,0.033,0.134,0.098,0.125,archive:bigrun_2026-07
pi3,replica,apartment_0,stopgo_2.0hz_s1,synthetic_fov,99.0,5.977,6.278,archive_unspecified,6.2782,archive_unspecified,17.875,34.431,40.2,277.8,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.129,0.225,True,0.918,8.2,19.5,0.075,0.052000000000000005,0.127,0.509,0.084,0.8009999999999999,0.884,0.304,2027788.0,30.4,0.038,0.2,0.198,0.069,archive:bigrun_2026-07
pi3,replica,apartment_0,synthetic_2.0hz_s1,synthetic_fov,79.0,5.571,4.384,archive_unspecified,4.3843,archive_unspecified,14.376,36.354,30.3,237.2,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.207,0.327,True,0.942,5.8,14.0,0.067,0.044000000000000004,0.11199999999999999,0.576,0.077,0.8009999999999999,0.878,0.333,1976732.0,29.6,0.036000000000000004,0.17800000000000002,0.142,0.07400000000000001,archive:bigrun_2026-07
pi3,replica,apartment_0,stopgo_2.0hz_s0,synthetic_fov,90.0,5.713,5.397,archive_unspecified,5.3974,archive_unspecified,15.522,31.981,39.0,263.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.09699999999999999,0.18600000000000003,True,0.937,6.3,20.8,0.053,0.026000000000000002,0.079,0.76,0.054000000000000006,0.7240000000000001,0.778,0.433,1927303.0,28.9,0.035,0.132,0.08800000000000001,0.135,archive:bigrun_2026-07
pi3,replica,apartment_0,synthetic_0.5hz_s0,synthetic_fov,18.0,2.102,0.973,archive_unspecified,0.9733,archive_unspecified,3.8,15.808,9.9,97.2,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.375,0.256,True,0.953,4.7,16.3,0.051,0.048,0.1,0.732,0.054000000000000006,0.737,0.79,0.38,1023680.0,15.4,0.031,0.124,0.08,0.147,archive:bigrun_2026-07
pi3,replica,apartment_0,synthetic_0.5hz_s1,synthetic_fov,20.0,2.433,1.084,archive_unspecified,1.0843,archive_unspecified,4.845,21.049,7.2,112.9,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.132,0.092,True,0.945,5.5,12.4,0.075,0.073,0.14800000000000002,0.431,0.081,0.865,0.945,0.229,954729.0,14.3,0.033,0.20600000000000002,0.16699999999999998,0.06,archive:bigrun_2026-07
pi3,replica,apartment_0,synthetic_2.0hz,synthetic_fov,70.0,4.947,3.786,archive_unspecified,3.7863,archive_unspecified,55.681,82.572,28.2,220.7,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.096,0.168,True,0.941,5.9,18.5,0.047,0.022000000000000002,0.069,0.818,0.049,0.715,0.764,0.464,1937315.0,29.1,0.034,0.11,0.06,0.166,archive:bigrun_2026-07
pi3,replica,apartment_0,synthetic_0.5hz,synthetic_fov,18.0,2.151,1.022,archive_unspecified,1.022,archive_unspecified,65.834,77.675,11.4,147.8,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.375,0.256,True,0.953,4.7,16.3,0.051,0.048,0.099,0.732,0.054000000000000006,0.738,0.792,0.38,1023680.0,15.4,0.031,0.124,0.08,0.146,archive:bigrun_2026-07
pi3,replica,apartment_0,synthetic_5.0hz,synthetic_fov,173.0,6.048,15.138,archive_unspecified,15.1382,archive_unspecified,49.013,69.686,54.9,364.6,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.08199999999999999,0.23,True,0.938,6.2,19.4,0.057,0.02,0.076,0.779,0.059000000000000004,0.7140000000000001,0.773,0.461,2697310.0,40.5,0.034,0.14800000000000002,0.099,0.139,archive:bigrun_2026-07
pi3,replica,apartment_0,synthetic_5.0hz_s1,synthetic_fov,196.0,5.922,18.971,archive_unspecified,18.9709,archive_unspecified,62.244,85.278,60.9,391.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.107,0.244,True,0.942,5.8,16.6,0.07,0.035,0.105,0.614,0.086,0.78,0.866,0.353,2876468.0,43.1,0.032,0.19699999999999998,0.166,0.08199999999999999,archive:bigrun_2026-07
pi3,replica,apartment_0,synthetic_2.0hz_s0,synthetic_fov,70.0,5.123,3.714,archive_unspecified,3.7136,archive_unspecified,13.474,39.867,31.0,215.9,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.096,0.168,True,0.941,5.9,18.5,0.047,0.022000000000000002,0.069,0.819,0.049,0.716,0.764,0.465,1937315.0,29.1,0.034,0.11,0.06,0.166,archive:bigrun_2026-07
pi3,replica,apartment_0,synthetic_5.0hz_s0,synthetic_fov,173.0,5.837,15.292,archive_unspecified,15.2922,archive_unspecified,47.498,69.686,54.7,361.8,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.08199999999999999,0.23,True,0.938,6.2,19.4,0.057,0.02,0.077,0.779,0.059000000000000004,0.716,0.775,0.461,2697310.0,40.5,0.034,0.14800000000000002,0.099,0.139,archive:bigrun_2026-07
pi3,replica,apartment_0,loop_2.0hz_s1,synthetic_fov,90.0,5.824,5.362,archive_unspecified,5.3622,archive_unspecified,15.592,31.981,39.7,266.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.14800000000000002,0.24600000000000002,True,0.92,8.0,17.8,0.077,0.052000000000000005,0.128,0.491,0.08199999999999999,0.812,0.893,0.304,2129710.0,31.9,0.036000000000000004,0.212,0.193,0.06,archive:bigrun_2026-07
prism_sim3,replica,frl_apartment_0,loop_2.0hz_s0,pano,106.0,3.772,16.25,archive_unspecified,1.37,archive_unspecified,8.105,15.284,41.5,261.4,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.607,0.491,True,0.846,15.4,34.2,0.228,0.24600000000000002,0.475,0.304,0.24600000000000002,0.24100000000000002,0.48700000000000004,0.264,1847554.0,27.7,0.028999999999999998,0.718,0.5589999999999999,0.09300000000000001,archive:bigrun_2026-07
prism_sim3,replica,frl_apartment_0,stopgo_2.0hz_s1,pano,77.0,3.412,11.31,archive_unspecified,1.2976,archive_unspecified,6.752,13.944,36.9,238.9,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.017,0.021,True,0.993,0.7,20.0,0.035,0.125,0.161,0.695,0.07,0.168,0.239,0.547,1091258.0,16.4,0.027999999999999997,0.083,0.035,0.295,archive:bigrun_2026-07
prism_sim3,replica,frl_apartment_0,synthetic_2.0hz_s1,pano,57.0,3.089,8.059,archive_unspecified,1.3538,archive_unspecified,6.175,13.772,31.3,200.9,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.015,0.02,True,0.991,0.9,17.3,0.031,0.126,0.157,0.72,0.057999999999999996,0.23800000000000002,0.29600000000000004,0.591,951353.0,14.3,0.027999999999999997,0.067,0.022000000000000002,0.342,archive:bigrun_2026-07
prism_sim3,replica,frl_apartment_0,stopgo_2.0hz_s0,pano,100.0,3.736,15.832,archive_unspecified,1.2996,archive_unspecified,7.974,14.118,42.8,272.2,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.16699999999999998,0.12,True,0.927,7.3,17.4,0.095,0.191,0.28600000000000003,0.381,0.125,0.152,0.27699999999999997,0.334,1635979.0,24.5,0.026000000000000002,0.282,0.341,0.11699999999999999,archive:bigrun_2026-07
prism_sim3,replica,frl_apartment_0,synthetic_0.5hz_s0,pano,20.0,1.35,4.109,archive_unspecified,2.0542,archive_unspecified,5.088,18.249,15.4,106.2,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.013000000000000001,0.013000000000000001,True,0.99,1.0,16.5,0.027000000000000003,0.184,0.21100000000000002,0.751,0.035,0.187,0.223,0.648,845380.0,12.7,0.028999999999999998,0.057,0.01,0.415,archive:bigrun_2026-07
prism_sim3,replica,frl_apartment_0,synthetic_0.5hz_s1,pano,15.0,1.031,4.086,archive_unspecified,2.0429,archive_unspecified,4.875,18.1,13.6,106.9,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.013000000000000001,0.01,True,0.989,1.1,19.7,0.027999999999999997,0.107,0.135,0.761,0.045,0.187,0.231,0.627,887439.0,13.3,0.026000000000000002,0.06,0.015,0.369,archive:bigrun_2026-07
prism_sim3,replica,frl_apartment_0,synthetic_5.0hz_s1,pano,141.0,4.779,17.89,archive_unspecified,1.2975,archive_unspecified,7.628,13.805,48.9,303.8,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.026000000000000002,0.032,True,0.992,0.8,18.3,0.031,0.142,0.174,0.698,0.065,0.222,0.28600000000000003,0.562,981679.0,14.7,0.027000000000000003,0.067,0.019,0.331,archive:bigrun_2026-07
prism_sim3,replica,frl_apartment_0,synthetic_2.0hz_s0,pano,80.0,3.388,12.009,archive_unspecified,1.3455,archive_unspecified,7.062,13.902,34.4,233.6,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.276,0.28300000000000003,True,0.927,7.3,20.3,0.087,0.184,0.271,0.369,0.11800000000000001,0.126,0.244,0.317,1373331.0,20.6,0.025,0.23399999999999999,0.311,0.11800000000000001,archive:bigrun_2026-07
prism_sim3,replica,frl_apartment_0,synthetic_5.0hz_s0,pano,198.0,4.988,27.236,archive_unspecified,1.3049,archive_unspecified,8.95,14.825,53.0,332.1,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.268,0.358,True,0.901,9.9,24.5,0.131,0.23399999999999999,0.365,0.292,0.195,0.177,0.373,0.236,1653748.0,24.8,0.027000000000000003,0.35100000000000003,0.46399999999999997,0.08800000000000001,archive:bigrun_2026-07
prism_sim3,replica,frl_apartment_0,loop_2.0hz_s1,pano,74.0,3.517,9.982,archive_unspecified,1.327,archive_unspecified,6.585,13.944,34.5,220.2,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.02,0.023,True,0.988,1.2,22.0,0.032,0.11800000000000001,0.15,0.733,0.068,0.16699999999999998,0.235,0.573,1164496.0,17.5,0.031,0.067,0.018000000000000002,0.295,archive:bigrun_2026-07
prism_sim3,replica,apartment_1,loop_2.0hz_s0,pano,84.0,5.369,0.0,unavailable,,unavailable,5.176,14.422,20.9,168.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,,,,,,,,,,,,,,,,,,,,,archive:bigrun_2026-07
prism_sim3,replica,apartment_1,stopgo_2.0hz_s1,pano,90.0,3.413,14.696,archive_unspecified,1.429,archive_unspecified,8.36,15.928,39.2,238.9,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.25,1.3730000000000002,True,0.321,67.9,36.2,0.423,1.61,2.033,0.036,0.41,2.252,2.661,0.02,1816653.0,27.2,0.02,0.8,0.882,0.024,archive:bigrun_2026-07
prism_sim3,replica,apartment_1,synthetic_2.0hz_s1,pano,70.0,3.19,11.012,archive_unspecified,1.5102,archive_unspecified,8.054,19.428,34.6,212.8,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.764,1.665,True,0.603,39.7,28.4,0.32,0.9990000000000001,1.319,0.128,0.433,1.3030000000000002,1.735,0.095,1533038.0,23.0,0.021,0.76,0.718,0.063,archive:bigrun_2026-07
prism_sim3,replica,apartment_1,stopgo_2.0hz_s0,pano,67.0,4.036,0.0,unavailable,,unavailable,5.518,14.422,27.4,203.0,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,,,,,,,,,,,,,,,,,,,,,archive:bigrun_2026-07
prism_sim3,replica,apartment_1,synthetic_0.5hz_s0,pano,12.0,0.843,3.533,archive_unspecified,1.7664,archive_unspecified,4.414,15.756,11.2,91.4,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.986,1.5030000000000001,True,0.738,26.2,12.4,0.355,1.006,1.36,0.082,0.35700000000000004,1.514,1.871,0.058,794068.0,11.9,0.022000000000000002,0.8320000000000001,0.792,0.038,archive:bigrun_2026-07
prism_sim3,replica,apartment_1,synthetic_0.5hz_s1,pano,18.0,1.192,4.37,archive_unspecified,2.1849,archive_unspecified,5.149,17.41,16.8,108.6,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.845,1.41,True,0.65,35.0,4.1,0.342,1.1909999999999998,1.5319999999999998,0.127,0.309,1.496,1.805,0.117,914813.0,13.7,0.02,0.8029999999999999,0.742,0.09,archive:bigrun_2026-07
prism_sim3,replica,apartment_1,synthetic_5.0hz_s1,pano,175.0,3.497,37.584,archive_unspecified,1.2898,archive_unspecified,14.591,24.339,41.5,261.8,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.319,1.58,True,0.446,55.4,59.5,0.381,1.003,1.3840000000000001,0.108,0.377,1.182,1.5590000000000002,0.091,3290692.0,49.4,0.025,0.831,0.7879999999999999,0.042,archive:bigrun_2026-07
prism_sim3,replica,apartment_1,synthetic_2.0hz_s0,pano,47.0,3.06,0.0,unavailable,,unavailable,5.069,14.246,25.1,170.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,,,,,,,,,,,,,,,,,,,,,archive:bigrun_2026-07
prism_sim3,replica,apartment_1,synthetic_5.0hz_s0,pano,116.0,6.659,0.0,unavailable,,unavailable,5.4,13.944,26.5,195.1,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,,,,,,,,,,,,,,,,,,,,,archive:bigrun_2026-07
prism_sim3,replica,apartment_1,loop_2.0hz_s1,pano,96.0,3.706,14.774,archive_unspecified,1.4326,archive_unspecified,8.347,15.269,42.4,240.7,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.597,1.376,True,0.472,52.8,29.1,0.298,1.254,1.5519999999999998,0.116,0.324,1.7409999999999999,2.065,0.078,1800211.0,27.0,0.023,0.7440000000000001,0.713,0.059000000000000004,archive:bigrun_2026-07
prism_sim3,replica,hotel_0,loop_2.0hz_s0,pano,44.0,2.914,0.0,unavailable,,unavailable,4.803,13.703,25.5,181.6,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,,,,,,,,,,,,,,,,,,,,,archive:bigrun_2026-07
prism_sim3,replica,hotel_0,stopgo_2.0hz_s1,pano,59.0,3.936,0.0,unavailable,,unavailable,4.936,13.94,25.4,179.6,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,,,,,,,,,,,,,,,,,,,,,archive:bigrun_2026-07
prism_sim3,replica,hotel_0,synthetic_2.0hz_s1,pano,39.0,2.445,5.076,archive_unspecified,1.2786,archive_unspecified,4.901,13.944,22.7,146.7,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.5429999999999999,0.44,True,0.886,11.4,25.4,0.155,0.91,1.065,0.218,0.426,0.8420000000000001,1.268,0.179,810796.0,12.2,0.024,0.49700000000000005,0.461,0.11199999999999999,archive:bigrun_2026-07
prism_sim3,replica,hotel_0,stopgo_2.0hz_s0,pano,57.0,3.42,0.0,unavailable,,unavailable,5.367,13.568,28.9,198.1,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,,,,,,,,,,,,,,,,,,,,,archive:bigrun_2026-07
prism_sim3,replica,hotel_0,synthetic_0.5hz_s0,pano,10.0,0.713,3.321,archive_unspecified,1.6604,archive_unspecified,4.172,14.915,10.3,87.1,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.02,0.027000000000000003,True,0.979,2.1,20.2,0.07400000000000001,0.111,0.185,0.608,0.179,0.14300000000000002,0.321,0.507,730238.0,10.9,0.025,0.38799999999999996,0.161,0.292,archive:bigrun_2026-07
prism_sim3,replica,hotel_0,synthetic_0.5hz_s1,pano,10.0,0.662,3.8,archive_unspecified,1.9002,archive_unspecified,4.479,16.03,10.9,85.2,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.019,0.03,True,0.999,0.1,56.1,0.201,0.285,0.486,0.252,0.507,0.247,0.754,0.22,856253.0,12.8,0.022000000000000002,0.597,0.556,0.142,archive:bigrun_2026-07
prism_sim3,replica,hotel_0,synthetic_5.0hz_s1,pano,97.0,5.808,0.0,unavailable,,unavailable,5.575,13.566,27.8,205.2,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,,,,,,,,,,,,,,,,,,,,,archive:bigrun_2026-07
prism_sim3,replica,hotel_0,synthetic_2.0hz_s0,pano,37.0,2.444,4.047,archive_unspecified,0.8123,archive_unspecified,4.466,13.703,18.5,147.8,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.035,0.048,True,0.949,5.1,1.4,0.046,0.13699999999999998,0.183,0.554,0.048,0.415,0.46299999999999997,0.411,396202.0,5.9,0.022000000000000002,0.122,0.07400000000000001,0.299,archive:bigrun_2026-07
prism_sim3,replica,hotel_0,synthetic_5.0hz_s0,pano,93.0,4.854,0.0,unavailable,,unavailable,6.548,13.944,37.9,252.5,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,,,,,,,,,,,,,,,,,,,,,archive:bigrun_2026-07
prism_sim3,replica,hotel_0,loop_2.0hz_s1,pano,60.0,3.131,8.364,archive_unspecified,1.3595,archive_unspecified,6.048,13.738,31.9,204.4,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.627,0.578,True,1.209,20.9,33.4,0.08900000000000001,0.272,0.36,0.368,0.648,0.187,0.836,0.178,1033983.0,15.5,0.025,0.349,0.271,0.23800000000000002,archive:bigrun_2026-07
prism_sim3,replica,apartment_0,loop_2.0hz_s0,pano,89.0,3.413,14.505,archive_unspecified,1.4837,archive_unspecified,7.96,14.869,39.9,239.1,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.952,1.058,True,0.742,25.8,4.6,0.377,0.6809999999999999,1.058,0.1,0.311,0.988,1.2990000000000002,0.077,1811783.0,27.2,0.022000000000000002,0.841,0.792,0.019,archive:bigrun_2026-07
prism_sim3,replica,apartment_0,stopgo_2.0hz_s1,pano,99.0,3.655,14.892,archive_unspecified,1.3694,archive_unspecified,7.985,15.03,38.9,233.9,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.344,0.257,True,1.035,3.5,7.4,0.11199999999999999,0.368,0.479,0.331,0.5870000000000001,1.105,1.693,0.137,1859232.0,27.9,0.025,0.461,0.27899999999999997,0.098,archive:bigrun_2026-07
prism_sim3,replica,apartment_0,synthetic_2.0hz_s1,pano,79.0,3.011,14.479,archive_unspecified,1.4597,archive_unspecified,8.452,16.532,35.5,211.7,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.319,0.23800000000000002,True,0.964,3.6,2.5,0.13699999999999998,0.284,0.42100000000000004,0.372,0.505,1.042,1.547,0.149,2169831.0,32.5,0.023,0.5329999999999999,0.375,0.075,archive:bigrun_2026-07
prism_sim3,replica,apartment_0,stopgo_2.0hz_s0,pano,90.0,3.46,14.443,archive_unspecified,1.3308,archive_unspecified,8.309,18.901,38.5,240.7,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.835,0.39399999999999996,True,1.004,0.4,2.5,0.096,0.161,0.257,0.475,0.121,0.7,0.82,0.275,1689047.0,25.3,0.022000000000000002,0.307,0.261,0.094,archive:bigrun_2026-07
prism_sim3,replica,apartment_0,synthetic_0.5hz_s0,pano,18.0,1.147,5.162,archive_unspecified,2.5797,archive_unspecified,6.054,19.692,16.4,104.2,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.665,0.45299999999999996,True,0.886,11.4,2.0,0.17,0.196,0.366,0.223,0.163,0.848,1.01,0.137,1388062.0,20.8,0.024,0.521,0.574,0.038,archive:bigrun_2026-07
prism_sim3,replica,apartment_0,synthetic_0.5hz_s1,pano,20.0,1.334,4.452,archive_unspecified,2.2257,archive_unspecified,5.277,17.545,16.3,109.7,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.022000000000000002,0.02,True,1.004,0.4,17.3,0.034,0.122,0.156,0.791,0.049,1.3969999999999998,1.446,0.342,1013367.0,15.2,0.027999999999999997,0.067,0.015,0.213,archive:bigrun_2026-07
prism_sim3,replica,apartment_0,synthetic_5.0hz_s1,pano,196.0,11.715,0.0,unavailable,,unavailable,5.16,13.633,19.4,155.3,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,,,,,,,,,,,,,,,,,,,,,archive:bigrun_2026-07
prism_sim3,replica,apartment_0,synthetic_2.0hz_s0,pano,70.0,3.154,10.792,archive_unspecified,1.457,archive_unspecified,6.897,13.944,32.6,209.3,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.28300000000000003,0.305,True,0.977,2.3,2.4,0.098,0.102,0.2,0.525,0.09300000000000001,0.708,0.8009999999999999,0.345,1496889.0,22.4,0.025,0.37200000000000005,0.23800000000000002,0.1,archive:bigrun_2026-07
prism_sim3,replica,apartment_0,synthetic_5.0hz_s0,pano,173.0,4.583,25.141,archive_unspecified,1.294,archive_unspecified,8.738,14.527,48.3,301.7,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.504,0.37799999999999995,True,1.034,3.4,0.5,0.127,0.18899999999999997,0.316,0.36,0.213,0.7170000000000001,0.93,0.21,1851591.0,27.8,0.024,0.429,0.349,0.064,archive:bigrun_2026-07
prism_sim3,replica,apartment_0,loop_2.0hz_s1,pano,90.0,3.278,15.66,archive_unspecified,1.3804,archive_unspecified,8.197,15.187,39.2,229.3,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.31,0.21899999999999997,True,0.941,5.9,7.2,0.10099999999999999,0.278,0.379,0.392,0.369,0.932,1.3019999999999998,0.171,2083596.0,31.2,0.027000000000000003,0.34600000000000003,0.281,0.078,archive:bigrun_2026-07
prism,replica,office_4,synthetic_2.0hz,pano,50.0,2.05,5.966,archive_unspecified,1.1979,archive_unspecified,65.78,75.811,17.0,120.2,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.017,0.027999999999999997,True,0.998,0.2,7.6,0.023,0.077,0.1,0.83,0.055999999999999994,0.054000000000000006,0.111,0.711,647577.0,9.7,0.023,0.047,0.004,0.495,archive:bigrun_2026-07
prism,replica,office_4,synthetic_0.5hz,pano,13.0,0.875,3.03,archive_unspecified,1.5152,archive_unspecified,65.78,77.436,9.9,59.6,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.006999999999999999,0.009000000000000001,True,1.002,0.2,4.0,0.019,0.022000000000000002,0.04,0.958,0.019,0.038,0.057999999999999996,0.89,547120.0,8.2,0.021,0.039,0.002,0.664,archive:bigrun_2026-07
prism,replica,office_4,synthetic_5.0hz,pano,125.0,4.505,15.367,archive_unspecified,1.2624,archive_unspecified,68.729,75.74,39.5,284.2,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.059000000000000004,0.044000000000000004,True,0.982,1.8,11.4,0.031,0.135,0.166,0.715,0.063,0.062,0.124,0.637,657041.0,9.9,0.022000000000000002,0.063,0.017,0.319,archive:bigrun_2026-07
prism,replica,frl_apartment_0,loop_2.0hz_s0,pano,106.0,3.905,15.964,archive_unspecified,1.2807,archive_unspecified,7.965,14.39,42.2,258.9,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.5379999999999999,0.441,True,0.927,7.3,23.6,0.122,0.11,0.231,0.426,0.2,0.12,0.32,0.373,1592557.0,23.9,0.026000000000000002,0.366,0.38,0.12300000000000001,archive:bigrun_2026-07
prism,replica,frl_apartment_0,stopgo_2.0hz_s1,pano,77.0,3.397,11.524,archive_unspecified,1.2981,archive_unspecified,6.795,13.944,38.2,240.0,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.040999999999999995,0.027999999999999997,True,0.982,1.8,21.3,0.039,0.179,0.217,0.639,0.069,0.217,0.28600000000000003,0.501,1124055.0,16.9,0.027000000000000003,0.09300000000000001,0.044000000000000004,0.264,archive:bigrun_2026-07
